tick,hydra_state,hydra_next_state,hydra_uart_has_data,hydra_sel_onehot,hydra_uld_rx_data_uart,hydra_rx_data_flag,hydra_comms_busy,hydra_pkt_valid,hydra_fifo_write_n,hydra_rx_data_word,hydra_comms_rcvd_pkt,hydra_comms_read_pkt,hydra_fifo_rd_data,hydra_fifo_read_pointer,hydra_fifo_write_pointer,hydra_fifo_counter_debug,hydra_fifo_read_n,hydra_fifo_write_n_internal,hydra_fifo_mem0,hydra_fifo_mem1,msg_valid,msg_pkt_data,ready_for_msg,msg_generated_valid,msg_fifo_write_n,msg_fifo_empty,msg_fifo_read_n,msg_fifo_counter_debug,msg_fifo_data_in,msg_fifo_data_out,msg_fifo_mem0,msg_fifo_mem1,north_rx_empty,east_rx_empty,south_rx_empty,west_rx_empty,north_hold_valid,east_hold_valid,south_hold_valid,west_hold_valid,north_rx_data,east_rx_data,south_rx_data,west_rx_data,north_hold_reg,east_hold_reg,south_hold_reg,west_hold_reg
54,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
55,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
56,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
57,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
58,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
59,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
60,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
61,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
62,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
63,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
64,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
65,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
66,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
67,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
68,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
69,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
70,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
71,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
72,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
73,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
74,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
75,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
76,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
77,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
78,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
79,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
80,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
81,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
82,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
83,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
84,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
85,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
86,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
87,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
88,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
89,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
90,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
91,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
92,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
93,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
94,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
95,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
96,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
97,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
98,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
99,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
100,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
101,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
102,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
103,0,0,0x0,0x0,0x0,0,0,0,1,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0,0,0,1,1,0x0000000000000000,0x0000000000000000,0,0x0000000000000000,1,0,1,1,1,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,1,1,1,1,0,0,0,0,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000,0x0000000000000000
